@relation InstanceResultListener

@attribute Key_Dataset {cpu}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.functions.LinearRegression,weka.classifiers.functions.GaussianProcesses}
@attribute Key_Scheme_options {'-S 0 -R 1.0E-8 -num-decimal-places 4','-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1'}
@attribute Key_Scheme_version_ID {-3364580862046573747,-8620066949967678545}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute Correlation_coefficient numeric
@attribute Number_unclassified numeric
@attribute Percent_unclassified numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data
cpu,4,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,189,20,77.578566,92.506389,81.250756,62.999393,0.846719,0,0,173.103616,230.0689,-56.965284,8.655181,11.503445,-2.848264,0.036,0.044,0.01,0,10,0,310811,17159,2794,100,395.656394,?
cpu,5,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,110.747549,184.305165,106.596288,78.185819,0.84868,0,0,166.931641,241.698673,-74.767032,7.949126,11.509461,-3.560335,0.022,0.006,0.01,0,10,0,307694,17074,2879,100,396.317139,?
cpu,5,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,77.465853,85.447149,112.945169,116.494742,0.740021,0,0,162.875028,241.523814,-78.648786,7.755954,11.501134,-3.74518,0.023,0.006,0.01,0,10,0,307694,17074,2879,100,395.156919,?
cpu,5,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,96.638487,156.577636,58.470674,55.211059,0.9428,0,0,193.380873,242.705067,-49.324193,9.208613,11.557384,-2.348771,0.012,0.003,0.01,0,10,0,307694,17074,2879,100,410.398649,?
cpu,5,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,78.805397,85.797163,82.612958,66.374724,0.875747,0,0,179.981349,241.557224,-61.575875,8.57054,11.502725,-2.932185,0.011,0.003,0.01,0.01,10,10,307694,17074,2879,100,395.59735,?
cpu,5,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,70.833553,77.303473,106.285462,99.168767,0.848787,0,0,172.324003,241.434955,-69.110952,8.205905,11.496903,-3.290998,0.011,0.004,0.01,0,10,0,307694,17074,2879,100,394.181699,?
cpu,5,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,76.100889,89.165383,81.25551,82.658021,0.688487,0,0,178.96124,241.922134,-62.960894,8.521964,11.520102,-2.998138,0.013,0.007,0.01,0.01,10,10,307694,17074,2879,100,400.576245,?
cpu,5,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,65.381476,75.905493,93.205822,102.570732,0.6924,0,0,163.921999,241.394267,-77.472268,7.805809,11.494965,-3.689156,0.024,0.004,0.01,0,10,0,307694,17074,2879,100,393.682274,?
cpu,5,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,79.362527,91.032794,77.200788,70.833822,0.799983,0,0,173.643483,241.621665,-67.978181,8.268737,11.505794,-3.237056,0.015,0.003,0.01,0,10,0,307694,17074,2879,100,396.340748,?
cpu,5,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,85.483386,98.688664,102.951503,73.607927,0.828698,0,0,177.98572,241.650074,-63.664354,8.47551,11.507146,-3.031636,0.035,0.01,0.02,0,20,0,307694,17074,2879,100,396.504684,?
cpu,5,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,189,20,95.636751,133.986947,79.480718,62.290308,0.851716,0,0,193.337758,230.325996,-36.988238,9.666888,11.5163,-1.849412,0.02,0.009,0.01,0.01,10,10,310811,17159,2794,100,398.190724,?
cpu,6,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,103.416016,179.967696,82.640209,71.650361,0.758991,0,0,176.434654,241.858026,-65.423372,8.40165,11.517049,-3.115399,0.01,0.003,0.01,0,10,0,307694,17074,2879,100,398.693227,?
cpu,6,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,70.77076,81.758882,73.823359,68.498454,0.772399,0,0,180.920305,241.534657,-60.614353,8.615253,11.50165,-2.886398,0.011,0.003,0.01,0,10,0,307694,17074,2879,100,395.39758,?
cpu,6,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,95.727385,149.965518,74.339082,59.185545,0.945384,0,0,183.034643,241.903101,-58.868458,8.715935,11.519195,-2.80326,0.01,0.003,0.01,0.01,10,10,307694,17074,2879,100,398.704953,?
cpu,6,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,68.04223,81.546555,99.135971,102.807075,0.814671,0,0,174.56501,241.702534,-67.137524,8.31262,11.509644,-3.197025,0.013,0.003,0.01,0,10,0,307694,17074,2879,100,397.793897,?
cpu,6,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,78.091809,85.7415,98.838983,80.402716,0.800207,0,0,170.259966,241.56699,-71.307024,8.107617,11.50319,-3.395573,0.01,0.005,0.01,0,10,0,307694,17074,2879,100,395.74198,?
cpu,6,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,71.210561,81.351878,99.791038,108.31654,0.798286,0,0,164.807003,241.474355,-76.667352,7.847953,11.498779,-3.650826,0.022,0.006,0.01,0.01,10,10,307694,17074,2879,100,394.602055,?
cpu,6,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,77.988465,86.477341,105.56579,103.698767,0.845139,0,0,165.226577,241.607964,-76.381386,7.867932,11.505141,-3.637209,0.021,0.006,0.01,0,10,0,307694,17074,2879,100,396.710858,?
cpu,6,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,70.896886,81.17003,93.691307,101.273156,0.69692,0,0,163.925121,241.578418,-77.653297,7.805958,11.503734,-3.697776,0.019,0.006,0.01,0,10,0,307694,17074,2879,100,396.021611,?
cpu,6,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,108.873662,146.458854,65.010998,54.386605,0.907025,0,0,233.409394,242.02031,-8.610916,11.114733,11.524777,-0.410044,0.049,0.003,0.01,0.01,10,10,307694,17074,2879,100,400.086797,?
cpu,6,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,189,20,81.89512,87.107446,99.801905,82.853936,0.879611,0,0,165.103451,230.078707,-64.975256,8.255173,11.503935,-3.248763,0.019,0.006,0.01,0,10,0,310811,17159,2794,100,395.996364,?
cpu,7,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,91.436264,100.923165,113.690951,77.016723,0.816903,0,0,176.124215,241.670309,-65.546093,8.386867,11.50811,-3.121243,0.018,0.003,0.01,0,10,0,307694,17074,2879,100,396.715769,?
cpu,7,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,88.965656,95.005676,123.320462,125.420782,0.684012,0,0,161.449202,241.405628,-79.956427,7.688057,11.495506,-3.807449,0.018,0.002,0.01,0,10,0,307694,17074,2879,100,393.341427,?
cpu,7,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,70.103835,83.3987,81.216365,80.990862,0.859316,0,0,174.443814,241.789083,-67.345269,8.306848,11.513766,-3.206918,0.009,0.003,0.01,0.01,10,10,307694,17074,2879,100,398.863602,?
cpu,7,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,81.785076,90.220604,98.345957,92.012034,0.661379,0,0,164.268011,241.496354,-77.228343,7.822286,11.499826,-3.67754,0.01,0.003,0.01,0,10,0,307694,17074,2879,100,394.698348,?
cpu,7,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,73.006474,80.942932,96.01443,93.932301,0.880812,0,0,172.054775,241.412679,-69.357904,8.193085,11.495842,-3.302757,0.01,0.003,0.01,0,10,0,307694,17074,2879,100,393.804833,?
cpu,7,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,75.604124,88.011186,91.116,88.238443,0.64217,0,0,174.162888,241.841116,-67.678227,8.293471,11.516244,-3.222773,0.012,0.002,0.01,0,10,0,307694,17074,2879,100,399.541575,?
cpu,7,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,103.27392,180.45217,64.378649,58.071814,0.93744,0,0,216.394342,242.126296,-25.731955,10.304492,11.529824,-1.225331,0.01,0.003,0.01,0.01,10,10,307694,17074,2879,100,400.527042,?
cpu,7,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,72.025015,80.985412,72.701946,60.643322,0.828159,0,0,178.397303,241.774838,-63.377535,8.49511,11.513088,-3.017978,0.012,0.003,0.01,0,10,0,307694,17074,2879,100,398.693836,?
cpu,7,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,95.539443,178.582318,63.645029,65.21569,0.785995,0,0,192.036471,241.909723,-49.873252,9.144594,11.519511,-2.374917,0.012,0.002,0.01,0,10,0,307694,17074,2879,100,399.412514,?
cpu,7,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,189,20,79.936987,85.312442,100.424686,78.849694,0.929359,0,0,163.584771,229.968237,-66.383465,8.179239,11.498412,-3.319173,0.009,0.003,0.01,0.01,10,10,310811,17159,2794,100,394.410301,?
cpu,8,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,74.666286,87.98562,65.51057,54.405724,0.910177,0,0,191.214887,241.69519,-50.480303,9.105471,11.509295,-2.403824,0.01,0.003,0.01,0,10,0,307694,17074,2879,100,397.502484,?
cpu,8,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,82.309938,89.589629,90.024998,76.012479,0.786019,0,0,170.178912,241.561862,-71.38295,8.103758,11.502946,-3.399188,0.013,0.004,0.01,0,10,0,307694,17074,2879,100,395.572337,?
cpu,8,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,83.271628,128.460089,69.120632,60.03741,0.85901,0,0,204.289444,241.769283,-37.479839,9.728069,11.512823,-1.784754,0.01,0.003,0.01,0,10,0,307694,17074,2879,100,397.376635,?
cpu,8,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,80.108335,91.547607,109.95491,102.373075,0.744905,0,0,169.722408,241.479325,-71.756916,8.082019,11.499015,-3.416996,0.011,0.003,0.01,0,10,0,307694,17074,2879,100,394.41538,?
cpu,8,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,77.221799,85.028174,91.69955,76.316913,0.865069,0,0,169.835212,241.614781,-71.779569,8.087391,11.505466,-3.418075,0.009,0.004,0,0.01,0,10,307694,17074,2879,100,396.416122,?
cpu,8,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,85.547853,91.780704,102.737678,85.623065,0.773043,0,0,170.287869,241.749064,-71.461195,8.108946,11.51186,-3.402914,0.05,0.004,0.01,0,10,0,307694,17074,2879,100,398.096593,?
cpu,8,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,97.137852,179.839637,74.777955,71.207752,0.772553,0,0,178.744071,241.884116,-63.140045,8.511622,11.518291,-3.006669,0.018,0.006,0.01,0,10,0,307694,17074,2879,100,399.028946,?
cpu,8,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,78.076645,85.684082,96.081452,81.167916,0.71139,0,0,164.576863,241.474434,-76.89757,7.836993,11.498783,-3.661789,0.011,0.003,0.01,0.01,10,10,307694,17074,2879,100,394.533407,?
cpu,8,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,85.311223,139.30673,69.465433,56.135745,0.896007,0,0,183.998039,241.882653,-57.884614,8.761811,11.518222,-2.75641,0.02,0.007,0.01,0,10,0,307694,17074,2879,100,398.773555,?
cpu,8,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,189,20,75.364669,82.070772,115.9263,117.202871,0.868125,0,0,160.522539,230.098452,-69.575913,8.026127,11.504923,-3.478796,0.033,0.01,0.01,0,10,0,310811,17159,2794,100,396.475754,?
cpu,9,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,81.868949,90.392136,117.090375,121.435329,0.65637,0,0,163.780049,241.553509,-77.77346,7.79905,11.502548,-3.703498,0.033,0.011,0.01,0,10,0,307694,17074,2879,100,395.466879,?
cpu,9,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,73.748758,83.907452,80.366584,70.484173,0.836384,0,0,173.998905,241.497563,-67.498657,8.285662,11.499884,-3.214222,0.033,0.01,0,0,0,0,307694,17074,2879,100,394.849111,?
cpu,9,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,103.027918,181.441614,83.891758,73.259458,0.754312,0,0,176.958138,242.057262,-65.099124,8.426578,11.526536,-3.099958,0.048,0.006,0.01,0,10,0,307694,17074,2879,100,401.436629,?
cpu,9,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,87.792157,94.873992,93.210301,72.204392,0.780038,0,0,177.059379,241.53953,-64.480151,8.431399,11.501882,-3.070483,0.021,0.005,0.01,0,10,0,307694,17074,2879,100,395.124157,?
cpu,9,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,92.947501,133.096159,81.523295,65.429749,0.790246,0,0,189.17016,241.85825,-52.68809,9.008103,11.51706,-2.508957,0.04,0.009,0.01,0,10,0,307694,17074,2879,100,398.421705,?
cpu,9,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,79.343355,86.232618,95.444981,75.563518,0.909072,0,0,169.794457,241.473208,-71.678751,8.08545,11.498724,-3.413274,0.01,0.002,0.01,0,10,0,307694,17074,2879,100,394.483792,?
cpu,9,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,71.888797,82.307518,86.88053,77.623154,0.795208,0,0,178.517383,241.633668,-63.116285,8.500828,11.506365,-3.005537,0.041,0.007,0.01,0,10,0,307694,17074,2879,100,396.698493,?
cpu,9,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,74.398171,85.396259,108.709756,105.530317,0.761625,0,0,175.28086,241.55337,-66.27251,8.346708,11.502541,-3.155834,0.019,0.006,0.01,0,10,0,307694,17074,2879,100,395.569697,?
cpu,9,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,74.916147,85.394348,76.130024,59.135041,0.919003,0,0,179.809254,241.494512,-61.685258,8.562345,11.499739,-2.937393,0.02,0.005,0.01,0,10,0,307694,17074,2879,100,394.805415,?
cpu,9,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,189,20,83.965094,141.28907,59.8981,53.400673,0.930741,0,0,176.913831,230.617463,-53.703633,8.845692,11.530873,-2.685182,0.019,0.007,0,0,0,0,310811,17159,2794,100,402.482004,?
cpu,10,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,91.085035,129.302688,82.361176,66.483024,0.820004,0,0,190.98573,242.079835,-51.094106,9.094559,11.527611,-2.433053,0.024,0.005,0.01,0,10,0,307694,17074,2879,100,401.670616,?
cpu,10,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,80.102776,91.203147,76.654489,66.143906,0.80172,0,0,185.212047,241.830896,-56.618849,8.819621,11.515757,-2.696136,0.042,0.009,0.01,0,10,0,307694,17074,2879,100,399.267779,?
cpu,10,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,80.623687,88.397158,90.645941,68.463703,0.794091,0,0,179.735914,241.794417,-62.058503,8.558853,11.51402,-2.955167,0.023,0.006,0.01,0,10,0,307694,17074,2879,100,398.794928,?
cpu,10,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,77.485654,87.738738,114.534399,114.294652,0.833274,0,0,171.964934,241.452961,-69.488027,8.188806,11.49776,-3.308954,0.013,0.004,0.01,0,10,0,307694,17074,2879,100,394.163497,?
cpu,10,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,88.094125,178.713907,69.630005,72.112815,0.794888,0,0,177.589372,241.699587,-64.110215,8.456637,11.509504,-3.052867,0.023,0.018,0.01,0,10,0,307694,17074,2879,100,396.603279,?
cpu,10,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,112.278015,161.298118,75.582565,57.704334,0.915489,0,0,188.861601,242.146787,-53.285186,8.99341,11.530799,-2.53739,0.021,0.005,0,0.01,0,10,307694,17074,2879,100,401.55026,?
cpu,10,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,86.025919,93.746618,115.442381,87.126585,0.788272,0,0,165.166551,241.472722,-76.30617,7.865074,11.498701,-3.633627,0.02,0.016,0.01,0,10,0,307694,17074,2879,100,394.263435,?
cpu,10,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,73.877547,80.764275,85.950957,72.036265,0.863596,0,0,171.653754,241.457047,-69.803294,8.173988,11.497955,-3.323966,0.056,0.021,0.01,0,10,0,307694,17074,2879,100,394.393326,?
cpu,10,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,70.836644,79.539145,87.106713,91.508541,0.764431,0,0,165.393676,241.531729,-76.138053,7.875889,11.501511,-3.625622,0.014,0.005,0.01,0,10,0,307694,17074,2879,100,395.435442,?
cpu,10,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,189,20,63.318473,72.310305,84.674023,79.792865,0.900291,0,0,167.070073,229.93046,-62.860387,8.353504,11.496523,-3.143019,0.013,0.003,0,0.01,0,10,310811,17159,2794,100,394.190824,?
